;Lançamentos;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;Verificação;Data Lançamento;Tipo Lançamento;Codigo Custo;Banco/ Conta;Numero OP/ NF;Boleto;Fornecedor/ Cliente;Nº Cheque; Valor ;Data Vencimento; Observações; Valor Real ; Saldo ; DRE ; Centro de Custo ;Tipo;Data Real;Antecipação;Pagamento;Ano;Mês;Custo;Mês Lanç.;Ano Lanç.
;Sim;04/12/2025;Materia-prima;7.100;Itau 84170 L;6536;6536/2;Cassiano Sacarias;; R$1.436,40 ;08/01/2026;; R$1.436,40 ; R$571.272,77 ;Custo Produto (CMV);TECIDOS;Saida;08/01/2026;0;Não;2025;12;Não;12;2025
;Sim;08/01/2026;Manutenção Maquina;6.200;Itau 84170 L;8508;8505/u;Fluid Systems;; R$85,90 ;08/01/2026;; R$85,90 ; R$571.272,77 ;Outras;MAQUINAS/ EQUIPAMENTOS;Saida;08/01/2026;0;Sim;2026;1;Sim;1;2026
;Sim;11/12/2025;Insumos - Produção;7.400;Itau 84170 L;41053;41053/1;Intercol;; R$1.685,00 ;08/01/2026;; R$1.685,00 ; R$571.272,77 ;Custo Produto (CMV);ACESSORIOS DE PRODUÇÃO;Saida;08/01/2026;0;Não;2025;12;Sim;12;2025
;Sim;28/11/2025;Faturamento;;Itau 84170 L;8493;8493/3;Marbow Resinas;; R$6.708,47 ;08/01/2026;; R$6.708,47 ; R$571.272,77 ;Faturamento/ Receita;;Entrada;08/01/2026;0;Não;2025;11;Não;11;2025
;Sim;09/12/2025;Materia-prima;7.100;Itau 84170 L;50265;50265/1;Rafitec;; R$4.032,62 ;08/01/2026;; R$4.032,62 ; R$571.272,77 ;Custo Produto (CMV);TECIDOS;Saida;08/01/2026;0;Não;2025;12;Não;12;2025
;Sim;08/01/2026;Despesas Empresariais;3.100;Itau 84170 L;;;Samae;; R$3.995,76 ;08/01/2026;Galpão 1 Pedregulhal; R$3.995,76 ; R$571.272,77 ;Outras;OCUPAÇÃO;Saida;08/01/2026;0;Sim;2026;1;Sim;1;2026
;Sim;08/01/2026;Despesas Empresariais;3.100;Itau 84170 L;;;Samae;; R$298,96 ;08/01/2026;Lotes; R$298,96 ; R$571.272,77 ;Outras;OCUPAÇÃO;Saida;08/01/2026;0;Sim;2026;1;Sim;1;2026
;Sim;20/11/2025;Materia-prima;7.100;Itau 84170 L;146172;146172/3;Textil Oeste;; R$2.688,00 ;08/01/2026;; R$2.688,00 ; R$571.272,77 ;Custo Produto (CMV);TECIDOS;Saida;08/01/2026;0;Não;2025;11;Não;11;2025
;Sim;30/10/2025;Faturamento;;Itau 84170 L;8450;8450/u;WR Grace;; R$30.591,72 ;08/01/2026;; R$30.591,72 ; R$571.272,77 ;Faturamento/ Receita;;Entrada;08/01/2026;0;Não;2025;10;Não;10;2025
;Sim;30/10/2025;Faturamento;;Itau 84170 L;8452;8452/u;WR Grace;; R$38.086,69 ;08/01/2026;; R$38.086,69 ; R$571.272,77 ;Faturamento/ Receita;;Entrada;08/01/2026;0;Não;2025;10;Não;10;2025
;Sim;09/01/2026;Aplicações;2.401;BTG 011891736;;;Rendimento Aplicação;; R$2.297,18 ;09/01/2026;; R$2.297,18 ; R$717.789,99 ;Aplicações;;Entrada;09/01/2026;0;Sim;2026;1;Não;1;2026
;Sim;04/12/2025;Faturamento;;Itau 84170 L;8500;8500/u;Elfusa;; R$65.806,10 ;09/01/2026;; R$65.806,10 ; R$643.875,48 ;Faturamento/ Receita;;Entrada;09/01/2026;0;Não;2025;12;Não;12;2025
